"-------------------------------------------------------------------------------------------"
"  Daily average atmospheric CO2 concentrations (ppm) derived from flask air samples        "
"  For La Jolla Pier, California: Latitude 32.9N Longitude 117.3W Elevation 10m"
"                                                                                           "
"   Source: R. F. Keeling, S. C. Piper, A. F. Bollenbacher and S. J. Walker                 "
"   Scripps CO2 Program ( http://scrippsco2.ucsd.edu )                                      "
"   Scripps Institution of Oceanography (SIO)                                               "
"   University of California                                                                "
"   La Jolla, California USA 92093-0244                                                     "
"                                                                                           "
"   Status of data and correspondence:                                                      "
"                                                                                           "
"   These data are subject to revision based on recalibration of standard gases. Questions  "
"   about the data should be directed to Dr. Ralph Keeling (rkeeling@ucsd.edu) and          "
"   and Dr. Stephen Piper (scpiper@popmail.ucsd.edu), Scripps CO2 Program.                  "
"                                                                                           "
"Flask data in this from archive dated 2017-12-15 11:53:27                                  "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
"   Please cite as:                                                                         "
"                                                                                           "
"   C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and     "
"   H. A. Meijer, Exchanges of atmospheric CO2 and 13CO2 with the terrestrial biosphere and "
"   oceans from 1978 to 2000.  I. Global aspects, SIO Reference Series, No. 01-06, Scripps  "
"   Institution of Oceanography, San Diego, 88 pages, 2001.                                 "
"                                                                                           "
"   If it is necessary to cite a peer-reviewed article, please cite as:                     "
"                                                                                           "
"   C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and     "
"   H. A. Meijer, Atmospheric CO2 and 13CO2 exchange with the terrestrial biosphere and     "
"   oceans from 1978 to 2000: observations and carbon cycle implications, pages 83-113,     "
"   in 'A History of Atmospheric CO2 and its effects on Plants, Animals, and Ecosystems',   "
"   editors, Ehleringer, J.R., T. E. Cerling, M. D. Dearing, Springer Verlag,               "
"   New York, 2005.                                                                         "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"   Sampling dates are reported in 3 formats: Year, Month, Day, Hour and Minute             "
"                                             M$Excel spreadsheet date format               "
"                                             Decimal year and fractional year              "
" N   - Number of flasks used in daily average                                              "
"                                                                                           "
"                                                                                           "
" Averages for CO2 have been succesfully filtered by deviation from curve fit.              "
"                                                                                           "
" FLG -   Flags                                                                             "
"  -3 - Potentially Suspect Data Accepted                                                   "
"  -2 - Accepted Continuous Value                                                           "
"  -1 - Accepted Value retained although individual measurements deviated                   "
"       by more than selected tolerance                                                     "
"   0 - Accepted Value                                                                      "
"   1 - Rejected during analysis                                                            "
"   2 - Rejected unacceptably large flask-analyzer differences associated                   "
"                with night sampling (used only at MLO between Dec 1962 and Sep 1968)       "
"   3 - Rejected used continuous data instead                                               "
"   4 - Rejected Replicates do not agree to selected tolerance                              "
"   5 - Rejected Daily average deviates from fit by more than 3 standard deviations         "
"   6 - Rejected to improve local distribution of data such as too many                     "
"                data of generally poor quality (used only at two stations:                 "
"                KUM Aug 1979 - Jun 1980 and LJO Apr 1979 - Sep 1985)                       "
"   7 - Rejected Unsteady air at site (La Jolla only)                                       "
"   8 - Rejected manually (see input/flag_flasks.csv)                                       "
"                                                                                           "
"  Cx - CO2 value (ppm)                                                                     "
"          CO2 concentrations are measured on the '08A' Calibration Scale                   "
"                                                                                           "
"                                                                                           "
"   Sample,Sample,    Excel,   Sample, N,FLG,      Cx                                       "
"     Date,  Time,     Date,     Date,                                                      "
1968-10-23, 11:10, 25134.47, 1968.810,  2,  4, 369.38
1968-10-31, 14:44, 25142.61, 1968.832, 13,  4, 332.92
1969-01-13, 15:00, 25216.62, 1969.035,  2,  0, 333.00
1969-01-17, 15:24, 25220.64, 1969.046,  3,  0, 331.50
1969-01-20, 15:42, 25223.65, 1969.054,  3,  4, 326.87
1969-01-29, 15:47, 25232.66, 1969.079,  3,  0, 330.50
1969-02-18, 16:28, 25252.69, 1969.133,  3,  0, 326.50
1969-02-21, 14:12, 25255.59, 1969.141,  8,  0, 326.58
1969-04-01, 15:00, 25294.62, 1969.248,  4,  0, 327.62
1969-06-18, 15:11, 25372.63, 1969.462,  2,  0, 326.00
1969-10-02, 14:37, 25478.61, 1969.752,  3,  0, 323.49
1969-10-23, 15:40, 25499.65, 1969.810,  3,  0, 327.20
1970-04-14, 16:23, 25672.68, 1970.284,  4,  0, 329.12
1970-04-27, 16:17, 25685.68, 1970.320,  2,  4, 332.03
1970-05-11, 16:19, 25699.68, 1970.358,  2,  0, 331.73
1970-06-17, 13:30, 25736.56, 1970.459,  2,  0, 327.91
1970-06-29, 16:01, 25748.67, 1970.492,  2,  0, 326.53
1970-07-17, 16:45, 25766.70, 1970.542,  2,  4, 325.44
1970-09-14, 17:16, 25825.72, 1970.703,  2,  0, 322.27
1970-10-12, 15:00, 25853.62, 1970.780,  9,  4, 327.61
1970-12-21, 15:03, 25923.63, 1970.972,  3,  0, 327.49
1971-01-25, 15:48, 25958.66, 1971.068,  2,  5, 386.92
1971-02-17, 15:11, 25981.63, 1971.131,  3,  0, 328.60
1971-02-22, 15:17, 25986.64, 1971.144,  2,  0, 330.41
1971-02-25, 16:41, 25989.70, 1971.153,  2,  0, 330.97
1971-03-01, 15:04, 25993.63, 1971.163,  4,  0, 331.97
1971-03-05, 16:45, 25997.70, 1971.175,  4,  5, 334.98
1971-03-25, 16:38, 26017.69, 1971.229,  6,  0, 329.14
1971-04-07, 16:10, 26030.67, 1971.265,  5,  0, 330.16
1971-04-14, 16:38, 26037.69, 1971.284,  3,  0, 330.24
1971-04-27, 16:39, 26050.69, 1971.320,  4,  0, 330.82
1971-05-24, 16:55, 26077.70, 1971.394,  3,  0, 330.36
1971-06-03, 17:21, 26087.72, 1971.421,  6,  0, 330.72
1971-06-21, 16:49, 26105.70, 1971.470,  4,  0, 329.71
1971-07-01, 15:22, 26115.64, 1971.498,  4,  0, 326.40
1971-08-03, 17:05, 26148.71, 1971.588,  2,  4, 328.52
1971-08-24, 16:44, 26169.70, 1971.646,  2,  4, 324.95
1971-09-03, 16:36, 26179.69, 1971.673,  2,  4, 323.53
1971-09-27, 16:44, 26203.70, 1971.739,  2,  4, 324.40
1971-10-21, 16:44, 26227.70, 1971.805, 10,  4, 343.93
1971-11-12, 16:06, 26249.67, 1971.865,  2,  4, 329.50
1972-03-31, 14:59, 26389.62, 1972.248,  5,  0, 334.17
1972-04-07, 16:41, 26396.70, 1972.267,  3,  0, 330.72
1972-05-17, 16:03, 26436.67, 1972.376,  2,  0, 332.18
1972-07-03, 14:31, 26483.60, 1972.504,  2,  5, 333.09
1972-07-21, 16:40, 26501.69, 1972.554,  2,  0, 325.77
1972-09-17, 17:34, 26559.73, 1972.712,  2,  0, 322.86
1972-10-04, 15:38, 26576.65, 1972.759,  4,  5, 328.81
1972-10-19, 13:48, 26591.57, 1972.799,  6,  0, 325.86
1972-10-20, 12:11, 26592.51, 1972.802, 12,  0, 325.76
1972-10-30, 15:19, 26602.64, 1972.830,  6,  0, 329.34
1972-11-07, 17:11, 26610.72, 1972.852,  6,  0, 328.21
1972-11-11, 17:16, 26614.72, 1972.863,  6,  0, 327.85
1972-12-28, 15:16, 26661.64, 1972.991,  6,  0, 330.76
1973-01-01, 13:32, 26665.56, 1973.002,  6,  0, 329.37
1973-01-19, 14:49, 26683.62, 1973.051,  6,  0, 330.97
1973-02-12, 13:33, 26707.56, 1973.117,  6,  0, 331.33
1973-03-13, 09:28, 26736.39, 1973.196,  6,  0, 331.48
1973-03-28, 16:12, 26751.68, 1973.237,  6,  0, 332.99
1973-04-30, 16:40, 26784.69, 1973.328,  6,  0, 334.03
1973-07-11, 18:04, 26856.75, 1973.525,  6,  0, 329.17
1973-08-23, 16:42, 26899.70, 1973.643,  6,  0, 322.01
1973-10-23, 19:12, 26960.80, 1973.810,  6,  0, 329.51
1973-11-15, 15:07, 26983.63, 1973.873,  6,  5, 338.09
1974-02-13, 17:56, 27073.75, 1974.120, 12,  0, 333.66
1974-03-29, 15:07, 27117.63, 1974.240,  2,  0, 334.00
1974-04-25, 16:47, 27144.70, 1974.314,  5,  0, 335.91
1974-08-14, 14:06, 27255.59, 1974.618,  6,  0, 327.44
1974-10-03, 16:25, 27305.68, 1974.755,  6,  0, 327.75
1974-10-21, 12:49, 27323.53, 1974.804,  6,  0, 333.29
1974-11-01, 16:28, 27334.69, 1974.835,  6,  0, 330.51
1975-01-27, 15:44, 27421.66, 1975.073,  6,  0, 334.55
1975-04-04, 16:14, 27488.68, 1975.257,  6,  0, 334.49
1975-05-20, 11:16, 27534.47, 1975.382,  6,  0, 336.87
1975-07-02, 16:16, 27577.68, 1975.500,  6,  0, 331.58
1975-10-07, 13:20, 27674.56, 1975.766,  5,  0, 328.00
1975-12-11, 14:42, 27739.61, 1975.944, 12,  0, 335.67
1975-12-12, 15:28, 27740.64, 1975.947,  2,  0, 333.80
1976-02-09, 15:20, 27799.64, 1976.108,  6,  0, 334.85
1976-03-10, 17:36, 27829.73, 1976.191,  6,  0, 337.25
1976-04-15, 14:16, 27865.59, 1976.289,  6,  0, 338.47
1976-06-11, 14:27, 27922.60, 1976.444,  5,  0, 335.18
1976-08-03, 15:17, 27975.64, 1976.589,  6,  0, 329.61
1976-09-16, 15:11, 28019.63, 1976.709,  6,  0, 326.40
1976-10-29, 13:53, 28062.58, 1976.827,  6,  5, 340.77
1976-12-31, 12:00, 28125.50, 1976.999,  4,  0, 334.88
1977-01-03, 14:45, 28128.61, 1977.007,  2,  0, 335.94
1977-02-01, 15:26, 28157.64, 1977.087,  6,  0, 335.28
1977-03-01, 10:08, 28185.42, 1977.163,  4,  5, 340.86
1977-03-25, 09:43, 28209.40, 1977.229,  5,  0, 337.11
1977-05-25, 14:38, 28270.61, 1977.396,  6,  0, 338.28
1977-07-11, 13:46, 28317.57, 1977.525,  6,  0, 333.81
1977-09-02, 14:44, 28370.61, 1977.670,  6,  0, 330.99
1977-10-11, 15:09, 28409.63, 1977.777, 12,  4, 350.69
1977-10-12, 14:46, 28410.62, 1977.780,  9,  5, 359.97
1977-10-14, 15:39, 28412.65, 1977.785,  3,  5, 350.47
1977-10-20, 12:00, 28418.50, 1977.801,  3,  0, 334.68
1977-11-18, 10:28, 28447.44, 1977.881,  2,  0, 338.50
1978-01-24, 15:16, 28514.64, 1978.065,  2,  0, 340.30
1978-02-02, 15:51, 28523.66, 1978.089,  6,  4, 356.51
1978-02-10, 10:50, 28531.45, 1978.111,  6,  4, 337.46
1978-04-01, 16:02, 28581.67, 1978.248,  9,  0, 339.25
1978-05-22, 15:05, 28632.63, 1978.388,  6,  0, 339.04
1978-06-08, 15:55, 28649.66, 1978.435,  8,  0, 341.17
1978-06-27, 14:35, 28668.61, 1978.487,  4,  0, 334.96
1978-08-22, 15:58, 28724.67, 1978.640, 13,  0, 331.23
1978-09-07, 14:49, 28740.62, 1978.684, 18,  0, 329.57
1978-10-16, 12:08, 28779.51, 1978.790, 11,  0, 336.19
1978-11-01, 14:28, 28795.60, 1978.835, 12,  0, 335.73
1978-12-06, 15:26, 28830.64, 1978.931,  8,  0, 339.78
1979-01-17, 16:24, 28872.68, 1979.046, 22,  7, 340.90
1979-01-25, 14:38, 28880.61, 1979.067,  4,  0, 338.88
1979-02-08, 15:11, 28894.63, 1979.106,  6,  7, 345.77
1979-02-23, 16:26, 28909.68, 1979.147, 18,  0, 339.33
1979-02-26, 14:44, 28912.61, 1979.155,  6,  0, 340.48
1979-03-22, 13:34, 28936.57, 1979.221,  3,  0, 341.29
1979-04-17, 15:45, 28962.66, 1979.292, 13,  0, 341.42
1979-04-20, 14:36, 28965.61, 1979.300,  6,  6, 342.44
1979-06-01, 15:23, 29007.64, 1979.415,  5,  6, 346.50
1979-06-29, 11:29, 29035.48, 1979.492,  4,  0, 341.72
1979-08-29, 16:43, 29096.70, 1979.659, 12,  0, 333.17
1979-09-07, 15:16, 29105.64, 1979.684,  5,  5, 342.16
1979-09-18, 15:46, 29116.66, 1979.714,  5,  0, 336.10
1979-09-19, 15:41, 29117.65, 1979.717,  4,  5, 349.33
1979-10-17, 12:59, 29145.54, 1979.793,  6,  0, 338.28
1979-11-19, 16:36, 29178.69, 1979.884, 18,  0, 339.69
1979-11-29, 14:51, 29188.62, 1979.911,  6,  4, 361.96
1980-01-23, 15:41, 29243.65, 1980.062,  6,  6, 363.70
1980-03-12, 13:17, 29292.55, 1980.196, 11,  0, 341.06
1980-05-14, 15:03, 29355.63, 1980.368,  6,  0, 341.63
1980-07-30, 15:17, 29432.64, 1980.578,  4,  5, 349.81
1980-08-12, 15:28, 29445.64, 1980.614, 13,  0, 334.10
1980-10-15, 15:27, 29509.64, 1980.789, 12,  0, 337.78
1980-10-22, 15:03, 29516.63, 1980.808,  5,  5, 358.69
1980-12-05, 14:58, 29560.62, 1980.928, 12,  0, 340.61
1981-01-08, 14:13, 29594.59, 1981.021,  6,  5, 352.40
1981-01-27, 13:18, 29613.55, 1981.073, 16,  7, 343.99
1981-01-30, 13:23, 29616.56, 1981.081, 15,  0, 342.61
1981-02-26, 15:21, 29643.64, 1981.155, 12,  0, 344.01
1981-05-15, 15:47, 29721.66, 1981.369, 12,  0, 345.99
1981-05-20, 11:33, 29726.48, 1981.382, 12,  0, 344.58
1981-07-01, 10:33, 29768.44, 1981.497,  6,  0, 340.04
1981-08-31, 14:51, 29829.62, 1981.665, 12,  0, 336.27
1981-09-24, 14:50, 29853.62, 1981.730, 10,  6, 337.86
1981-10-05, 15:51, 29864.66, 1981.761, 12,  0, 338.16
1981-10-20, 16:10, 29879.67, 1981.802,  8,  5, 345.75
1981-10-28, 15:51, 29887.66, 1981.824, 12,  6, 340.81
1981-11-06, 15:18, 29896.64, 1981.848,  6,  0, 339.59
1981-12-21, 15:44, 29941.66, 1981.972, 12,  0, 342.51
1982-01-19, 15:36, 29970.65, 1982.051, 12,  0, 344.07
1982-03-12, 14:46, 30022.62, 1982.193, 12,  0, 343.77
1982-04-02, 15:05, 30043.63, 1982.251,  6,  0, 347.33
1982-05-28, 15:42, 30099.65, 1982.405, 23,  0, 346.01
1982-06-18, 16:18, 30120.68, 1982.462,  6,  0, 341.98
1982-07-08, 13:43, 30140.57, 1982.517,  5,  0, 341.21
1982-09-11, 15:39, 30205.65, 1982.695, 12,  0, 336.11
1982-09-27, 16:08, 30221.67, 1982.739,  6,  0, 336.19
1982-10-18, 14:24, 30242.60, 1982.796,  2,  5, 345.40
1982-11-10, 12:47, 30265.53, 1982.859,  5,  0, 341.52
1982-11-19, 16:38, 30274.69, 1982.884,  6,  0, 341.67
1982-12-23, 11:12, 30308.47, 1982.977,  6,  0, 343.39
1983-01-19, 16:37, 30335.69, 1983.051,  5,  0, 345.39
1983-01-27, 16:23, 30343.68, 1983.073,  6,  0, 344.16
1983-02-25, 14:37, 30372.61, 1983.152,  6,  0, 344.70
1983-03-21, 14:24, 30396.60, 1983.218,  6,  0, 345.65
1983-04-21, 14:33, 30427.61, 1983.303,  6,  0, 347.13
1983-04-28, 16:18, 30434.68, 1983.322, 12,  0, 347.77
1983-05-06, 11:16, 30442.47, 1983.344,  5,  0, 347.93
1983-06-01, 16:13, 30468.68, 1983.416, 12,  0, 345.77
1983-06-02, 15:51, 30469.66, 1983.418, 12,  0, 346.05
1983-07-15, 16:02, 30512.67, 1983.536, 12,  0, 340.74
1983-08-19, 15:58, 30547.67, 1983.632, 12,  0, 336.82
1983-09-20, 16:13, 30579.68, 1983.720,  5,  0, 341.26
1983-09-21, 15:07, 30580.63, 1983.722,  5,  0, 342.24
1983-09-22, 15:16, 30581.64, 1983.725,  3,  0, 339.79
1983-09-23, 16:01, 30582.67, 1983.728,  3,  0, 340.26
1983-09-28, 15:21, 30587.64, 1983.741,  3,  0, 340.41
1983-09-29, 14:16, 30588.59, 1983.744,  3,  0, 339.21
1983-10-03, 14:21, 30592.60, 1983.755,  3,  0, 342.93
1983-10-05, 14:06, 30594.59, 1983.761,  3,  0, 340.30
1983-10-11, 15:23, 30600.64, 1983.777,  6,  5, 376.17
1983-10-27, 13:42, 30616.57, 1983.821,  2,  5, 349.23
1983-11-02, 15:03, 30622.63, 1983.837,  2,  5, 355.86
1983-11-17, 17:05, 30637.71, 1983.879, 12,  0, 342.36
1983-11-23, 13:43, 30643.57, 1983.895,  9,  5, 348.56
1983-11-25, 15:32, 30645.65, 1983.900,  4,  0, 344.38
1983-12-04, 12:15, 30654.51, 1983.925,  2,  0, 348.19
1983-12-22, 14:16, 30672.59, 1983.974,  9,  0, 345.32
1984-01-14, 15:42, 30695.65, 1984.037,  5,  0, 345.85
1984-02-02, 15:56, 30714.66, 1984.089,  6,  0, 347.57
1984-02-10, 16:03, 30722.67, 1984.111,  5,  5, 355.43
1984-02-16, 15:03, 30728.63, 1984.127,  6,  0, 347.34
1984-03-14, 17:01, 30755.71, 1984.201,  6,  0, 347.46
1984-04-04, 17:22, 30776.72, 1984.259,  3,  0, 347.72
1984-04-05, 12:54, 30777.54, 1984.261,  3,  6, 348.42
1984-04-06, 14:41, 30778.61, 1984.264,  3,  0, 351.79
1984-04-09, 16:25, 30781.68, 1984.272,  3,  0, 351.23
1984-04-17, 17:16, 30789.72, 1984.294,  3,  6, 349.56
1984-04-18, 14:28, 30790.60, 1984.297,  3,  0, 349.11
1984-04-19, 07:51, 30791.33, 1984.299,  3,  6, 349.17
1984-04-20, 14:01, 30792.58, 1984.302,  3,  6, 351.06
1984-04-25, 17:11, 30797.72, 1984.316,  3,  0, 350.23
1984-04-26, 16:58, 30798.71, 1984.319,  6,  6, 351.25
1984-04-28, 15:37, 30800.65, 1984.324,  6,  6, 350.89
1984-05-10, 16:46, 30812.70, 1984.357,  6,  6, 350.95
1984-05-15, 18:58, 30817.79, 1984.371,  7,  6, 350.38
1984-05-16, 15:32, 30818.65, 1984.373,  3,  0, 349.88
1984-05-30, 16:55, 30832.70, 1984.412,  3,  0, 348.44
1984-06-01, 16:42, 30834.70, 1984.417,  4,  0, 349.17
1984-06-05, 15:46, 30838.66, 1984.428,  3,  6, 348.89
1984-06-06, 17:31, 30839.73, 1984.431,  3,  6, 348.25
1984-06-07, 16:32, 30840.69, 1984.434,  3,  0, 347.84
1984-06-13, 16:22, 30846.68, 1984.450,  3,  0, 344.80
1984-06-14, 16:46, 30847.70, 1984.453,  3,  0, 345.47
1984-06-20, 15:21, 30853.64, 1984.469,  3,  0, 347.59
1984-07-05, 17:21, 30868.72, 1984.510,  3,  0, 345.15
1984-07-11, 17:01, 30874.71, 1984.527,  3,  0, 342.33
1984-07-13, 16:51, 30876.70, 1984.532,  2,  0, 342.56
1984-07-19, 15:29, 30882.65, 1984.548, 14,  0, 342.22
1984-07-20, 16:26, 30883.68, 1984.551,  3,  0, 344.80
1984-07-23, 16:39, 30886.69, 1984.559,  3,  6, 342.38
1984-07-24, 13:51, 30887.58, 1984.562,  3,  0, 340.91
1984-07-29, 16:20, 30892.68, 1984.576,  3,  0, 342.24
1984-08-08, 16:36, 30902.69, 1984.603,  3,  0, 340.54
1984-08-10, 15:31, 30904.65, 1984.608,  3,  6, 340.97
1984-08-21, 13:42, 30915.57, 1984.638,  3,  0, 340.76
1984-08-24, 18:16, 30918.76, 1984.647,  3,  0, 339.01
1984-08-28, 15:41, 30922.65, 1984.658,  3,  0, 339.01
1984-08-30, 16:06, 30924.67, 1984.663,  7,  0, 339.84
1984-08-31, 15:51, 30925.66, 1984.666,  3,  6, 340.55
1984-09-07, 17:00, 30932.71, 1984.685,  3,  0, 340.41
1984-09-12, 16:25, 30937.68, 1984.699,  6,  0, 340.87
1984-09-20, 16:36, 30945.69, 1984.720,  3,  0, 342.50
1984-09-24, 17:04, 30949.71, 1984.731,  4,  0, 340.25
1984-09-25, 16:39, 30950.69, 1984.734,  3,  0, 341.83
1984-10-02, 16:47, 30957.70, 1984.753,  3,  0, 341.28
1984-10-11, 15:46, 30966.66, 1984.778,  3,  0, 342.25
1984-10-17, 16:46, 30972.70, 1984.794,  3,  0, 342.58
1984-10-19, 14:47, 30974.62, 1984.799,  4,  0, 346.40
1984-10-25, 13:38, 30980.57, 1984.816,  3,  0, 346.46
1984-10-31, 16:42, 30986.70, 1984.833,  4,  0, 345.54
1984-11-06, 15:57, 30992.66, 1984.849,  3,  6, 344.69
1984-11-07, 16:21, 30993.68, 1984.852,  3,  0, 344.14
